onset	duration	frameidx	videotime	audiotime
0.025	0.042	1	0.040	2.919
0.066	0.050	2	0.080	2.950
0.117	0.150	3	0.120	3.000
0.267	0.025	4	0.160	0.125
0.292	0.050	5	0.200	0.150
0.342	0.050	6	0.240	0.200
0.392	0.025	7	0.280	0.250
0.417	0.050	8	0.320	0.275
0.467	0.025	9	0.360	0.325
0.492	0.050	10	0.400	0.350
0.542	0.050	11	0.440	0.400
0.592	0.025	12	0.480	0.450
0.617	0.050	13	0.520	0.475
0.667	0.025	14	0.560	0.525
0.692	0.050	15	0.600	0.550
0.742	0.050	16	0.640	1.008
0.792	0.025	17	0.680	1.058
0.817	0.050	18	0.720	1.083
0.867	0.025	19	0.760	1.133
0.892	0.050	20	0.800	1.158
0.942	0.050	21	0.840	1.208
0.992	0.025	22	0.880	1.258
1.017	0.050	23	0.920	1.283
1.067	0.025	24	0.960	1.341
1.092	0.050	25	1.000	1.366
1.142	0.050	26	1.040	1.416
1.192	0.025	27	1.080	1.466
1.217	0.050	28	1.120	1.491
1.267	0.025	29	1.160	1.541
1.292	0.050	30	1.200	1.566
1.342	0.050	31	1.240	1.616
1.392	0.025	32	1.280	1.674
1.417	0.050	33	1.320	1.699
1.467	0.025	34	1.360	1.749
1.492	0.050	35	1.400	1.774
1.542	0.050	36	1.440	1.824
1.592	0.025	37	1.480	1.874
1.617	0.050	38	1.520	1.899
1.667	0.025	39	1.560	1.949
1.692	0.050	40	1.600	1.855
1.742	0.050	41	1.640	1.905
1.792	0.025	42	1.680	1.955
1.817	0.050	43	1.720	1.980
1.867	0.025	44	1.760	2.030
1.892	0.050	45	1.800	2.055
1.942	0.050	46	1.840	2.105
1.992	0.025	47	1.880	2.155
2.017	0.050	48	1.920	2.180
2.067	0.025	49	1.960	2.230
2.092	0.050	50	2.000	2.255
2.142	0.050	51	2.040	2.305
2.192	0.025	52	2.080	2.355
2.217	0.050	53	2.120	2.380
2.267	0.025	54	2.160	2.430
2.292	0.050	55	2.200	2.455
2.342	0.050	56	2.240	2.528
2.392	0.025	57	2.280	2.578
2.417	0.050	58	2.320	2.603
2.467	0.025	59	2.360	2.653
2.492	0.050	60	2.400	2.678
2.542	0.050	61	2.440	2.728
2.592	0.025	62	2.480	2.778
2.617	0.050	63	2.520	2.812
2.667	0.025	64	2.560	2.861
2.692	0.050	65	2.600	2.887
2.742	0.050	66	2.640	2.936
2.792	0.025	67	2.680	2.986
2.817	0.050	68	2.720	3.012
2.867	0.025	69	2.760	3.062
2.892	0.050	70	2.800	3.087
2.942	0.050	71	2.840	3.145
2.992	0.025	72	2.880	3.195
3.017	0.050	73	2.920	3.220
3.067	0.025	74	2.960	3.270
3.092	0.050	75	3.000	3.295
3.142	0.050	76	3.040	3.345
3.192	0.025	77	3.080	3.395
3.217	0.050	78	3.120	3.420
3.267	0.025	79	3.160	3.431
3.292	0.050	80	3.200	3.456
3.342	0.050	81	3.240	3.506
3.392	0.025	82	3.280	3.556
3.417	0.050	83	3.320	3.581
3.467	0.025	84	3.360	3.631
3.492	0.050	85	3.400	3.656
3.542	0.050	86	3.440	3.706
3.592	0.025	87	3.480	3.756
3.617	0.050	88	3.520	3.781
3.667	0.025	89	3.560	3.831
3.692	0.050	90	3.600	3.856
3.742	0.050	91	3.640	3.906
3.792	0.025	92	3.680	3.956
3.817	0.050	93	3.720	3.981
3.867	0.025	94	3.760	4.134
3.892	0.050	95	3.800	4.159
3.942	0.050	96	3.840	4.209
3.992	0.025	97	3.880	4.259
4.017	0.050	98	3.920	4.284
4.067	0.025	99	3.960	4.334
4.092	0.050	100	4.000	4.359
4.142	0.050	101	4.040	4.409
4.192	0.025	102	4.080	4.467
4.217	0.050	103	4.120	4.492
4.267	0.025	104	4.160	4.542
4.292	0.050	105	4.200	4.567
4.342	0.050	106	4.240	4.617
4.392	0.025	107	4.280	4.667
4.417	0.050	108	4.320	4.692
4.467	0.025	109	4.360	4.742
4.492	0.050	110	4.400	4.775
4.542	0.050	111	4.440	4.825
4.593	0.025	112	4.480	4.875
4.618	0.050	113	4.520	4.900
4.668	0.025	114	4.560	4.950
4.693	0.050	115	4.600	4.975
4.743	0.050	116	4.640	5.025
4.793	0.025	117	4.680	4.956
4.818	0.050	118	4.720	4.981
4.868	0.025	119	4.760	5.031
4.892	0.050	120	4.800	5.056
4.943	0.050	121	4.840	5.106
4.993	0.025	122	4.880	5.156
