onset	duration	lh_orientation	rh_orientation
0.1526	3.000	135	45
8.2667	3.000	none	45
16.1640	3.000	0	90
24.1952	3.000	135	0
32.2765	3.000	135	none
40.1391	3.000	90	90
48.1701	3.000	135	0
56.2837	3.000	135	none
64.1480	3.000	0	90
72.1959	3.000	0	135
80.2923	3.000	none	135
88.1732	3.000	135	45
96.1713	3.000	0	45
104.3012	3.000	0	none
112.1652	3.000	45	0
120.1798	3.000	90	135
128.2930	3.000	none	135
136.1569	3.000	45	135
144.1884	3.000	0	135
152.3072	3.000	0	none
160.1490	3.000	45	135
168.1298	3.000	45	45
176.2768	3.000	none	45
184.1411	3.000	90	90
192.1891	3.000	135	0
200.1354	3.000	90	0
208.3160	3.000	none	0
216.1471	3.000	45	90
224.1447	3.000	90	45
232.2755	3.000	90	none
