onset	duration	lh_orientation	rh_orientation
0.1739	3.000	0	45
8.3211	3.000	0	none
16.1685	3.000	135	90
24.1661	3.000	90	0
32.2800	3.000	90	none
40.1439	3.000	90	45
48.1420	3.000	90	90
56.2717	3.000	90	none
64.2195	3.000	135	0
72.1506	3.000	45	0
80.3156	3.000	none	0
88.2118	3.000	0	90
96.1760	3.000	45	0
104.2725	3.000	45	none
112.1536	3.000	45	135
120.1512	3.000	135	45
128.2819	3.000	135	none
136.1784	3.000	135	90
144.1427	3.000	0	45
152.1396	3.000	45	135
160.2868	3.000	45	none
168.1858	3.000	90	135
176.1491	3.000	45	0
184.3290	3.000	none	0
192.2097	3.000	0	135
200.1237	3.000	90	90
208.2721	3.000	90	none
216.1690	3.000	0	45
224.1663	3.000	135	135
232.2971	3.000	135	none
