onset	duration	lh_orientation	rh_orientation
0.1712	3.000	135	45
8.2691	3.000	135	none
16.1159	3.000	45	90
24.1641	3.000	135	90
32.3103	3.000	none	90
40.1741	3.000	135	45
48.1726	3.000	90	0
56.1527	3.000	0	45
64.3011	3.000	0	none
72.1650	3.000	90	135
80.1289	3.000	45	90
88.2750	3.000	none	90
96.1726	3.000	45	0
104.1702	3.000	90	135
112.2699	3.000	90	none
120.1473	3.000	135	45
128.2123	3.000	0	0
136.3254	3.000	none	0
144.1566	3.000	45	135
152.1374	3.000	90	45
160.2853	3.000	90	none
168.2148	3.000	0	0
176.1630	3.000	45	135
184.3091	3.000	none	135
192.1739	3.000	90	90
200.1717	3.000	135	90
208.2864	3.000	135	none
216.1994	3.000	0	0
224.1792	3.000	0	135
232.3098	3.000	none	135
