onset	duration	lh_orientation	rh_orientation
0.1588	3.000	135	45
8.3046	3.000	none	45
16.1688	3.000	90	0
24.1669	3.000	0	90
32.3130	3.000	0	none
40.1612	3.000	45	90
48.1754	3.000	90	0
56.3218	3.000	none	0
64.1526	3.000	90	45
72.1507	3.000	90	0
80.2979	3.000	90	none
88.2285	3.000	0	135
96.1420	3.000	45	135
104.3078	3.000	none	135
112.1708	3.000	45	135
120.1679	3.000	135	90
128.2975	3.000	none	90
136.1782	3.000	0	90
144.1767	3.000	135	90
152.2951	3.000	135	none
160.2038	3.000	135	0
168.1685	3.000	0	45
176.2995	3.000	0	none
184.1799	3.000	45	135
192.1605	3.000	0	45
200.1243	3.000	90	45
208.2763	3.000	90	none
216.2182	3.000	135	135
224.1989	3.000	45	0
232.3133	3.000	none	0
