onset	duration	lh_orientation	rh_orientation
0.1769	3.000	90	0
8.2736	3.000	90	none
16.1880	3.000	45	0
24.1517	3.000	0	90
32.1491	3.000	135	45
40.2962	3.000	none	45
48.2112	3.000	90	135
56.2243	3.000	135	135
64.3384	3.000	135	none
72.1861	3.000	0	45
80.1334	3.000	45	90
88.2802	3.000	45	none
96.1945	3.000	0	135
104.1419	3.000	45	90
112.2888	3.000	none	90
120.2363	3.000	135	0
128.2170	3.000	135	0
136.3307	3.000	none	0
144.1615	3.000	135	45
152.1255	3.000	90	90
160.2737	3.000	90	none
168.1714	3.000	45	0
176.1351	3.000	90	45
184.2815	3.000	none	45
192.1465	3.000	90	90
200.1601	3.000	45	135
208.2902	3.000	none	135
216.2042	3.000	0	135
224.1691	3.000	0	45
232.3002	3.000	0	none
