onset	duration	lh_orientation	rh_orientation
0.1774	3.000	0	45
8.3410	3.000	none	45
16.1559	3.000	90	45
24.1359	3.000	45	45
32.2840	3.000	none	45
40.2138	3.000	90	135
48.1787	3.000	0	45
56.3096	3.000	0	none
64.2060	3.000	135	90
72.1538	3.000	45	90
80.2844	3.000	45	none
88.1977	3.000	0	135
96.2124	3.000	135	0
104.3102	3.000	135	none
112.2230	3.000	0	135
120.1872	3.000	135	0
128.3238	3.000	135	none
136.1990	3.000	90	90
144.1457	3.000	45	90
152.3102	3.000	45	none
160.2070	3.000	135	45
168.2043	3.000	0	0
176.3368	3.000	none	0
184.1819	3.000	90	0
192.1961	3.000	90	135
200.1936	3.000	45	135
208.2922	3.000	45	none
216.1881	3.000	135	90
224.2023	3.000	45	0
232.3006	3.000	45	none
