onset	duration	lh_orientation	rh_orientation
0.1482	3.000	135	45
8.2959	3.000	none	45
16.1762	3.000	45	0
24.1908	3.000	135	135
32.3037	3.000	none	135
40.2013	3.000	0	0
48.1495	3.000	90	135
56.2814	3.000	90	none
64.1935	3.000	90	0
72.1573	3.000	90	135
80.3209	3.000	none	135
88.2187	3.000	135	0
96.2161	3.000	135	135
104.2962	3.000	135	none
112.1940	3.000	0	45
120.1410	3.000	90	90
128.1385	3.000	45	45
136.2688	3.000	45	none
144.1831	3.000	0	45
152.1642	3.000	45	0
160.3292	3.000	none	0
168.2084	3.000	0	90
176.1391	3.000	90	90
184.3028	3.000	none	90
192.2004	3.000	135	90
200.1312	3.000	45	45
208.2797	3.000	45	none
216.2422	3.000	0	135
224.1564	3.000	45	90
232.2700	3.000	45	none
