onset	duration	lh_orientation	rh_orientation
0.1665	3.000	0	90
8.3467	3.000	0	none
16.1943	3.000	0	135
24.1590	3.000	135	45
32.2893	3.000	none	45
40.1693	3.000	90	0
48.1511	3.000	45	135
56.3142	3.000	none	135
64.1785	3.000	45	135
72.1430	3.000	90	90
80.2894	3.000	none	90
88.1880	3.000	0	90
96.1187	3.000	90	45
104.2496	3.000	90	none
112.1454	3.000	90	45
120.1935	3.000	135	135
128.3074	3.000	135	none
136.1877	3.000	135	135
144.1187	3.000	45	45
152.2656	3.000	none	45
160.2127	3.000	135	0
168.2267	3.000	0	0
176.1414	3.000	45	0
184.2553	3.000	45	none
192.1525	3.000	135	90
200.0994	3.000	45	45
208.2639	3.000	45	none
216.1946	3.000	0	90
224.1583	3.000	90	0
232.2725	3.000	90	none
